PM2.5,PM10,CO,NO2,SO2,O3,Time,dt,t_days,hour_of_day,dow,month,is_weekend,sin_hour,cos_hour,sin_month,cos_month,matched,n_points,min_delta_sec,mc_PM2.5_mean,mc_PM2.5_std,mc_PM2.5_iqr,mc_PM10_mean,mc_PM10_std,mc_PM10_iqr,mc_CO_mean,mc_CO_std,mc_CO_iqr,mc_NO2_mean,mc_NO2_std,mc_NO2_iqr,mc_SO2_mean,mc_SO2_std,mc_SO2_iqr,mc_O3_mean,mc_O3_std,mc_O3_iqr,mc_WindSpeed_mean,mc_WindSpeed_std,mc_WindSpeed_iqr,mc_Pressure_mean,mc_Pressure_std,mc_Pressure_iqr,mc_Precipitation_mean,mc_Precipitation_std,mc_Precipitation_iqr,mc_Temperature_mean,mc_Temperature_std,mc_Temperature_iqr,mc_Humidity_mean,mc_Humidity_std,mc_Humidity_iqr,mc_t_days_mean,mc_t_days_std,mc_t_days_iqr,mc_hour_of_day_mean,mc_hour_of_day_std,mc_hour_of_day_iqr,mc_dow_mean,mc_dow_std,mc_dow_iqr,mc_month_mean,mc_month_std,mc_month_iqr,mc_is_weekend_mean,mc_is_weekend_std,mc_is_weekend_iqr,mc_sin_hour_mean,mc_sin_hour_std,mc_sin_hour_iqr,mc_cos_hour_mean,mc_cos_hour_std,mc_cos_hour_iqr,mc_sin_month_mean,mc_sin_month_std,mc_sin_month_iqr,mc_cos_month_mean,mc_cos_month_std,mc_cos_month_iqr
32,30,1.474,9,87,2,2018-12-19 20:00:00,2018-12-19 20:00:00,35.416666666666664,20,2,12,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,True,3,0.0,42.0,2.160246899469287,2.5,82.66666666666667,3.2998316455372216,3.5,0.8666666666666667,0.04714045207910316,0.04999999999999993,64.66666666666667,25.249862485874168,30.0,17.333333333333332,0.4714045207910317,0.5,98.0,2.160246899469287,2.5,0.26666666666666666,0.16996731711975951,0.19999999999999996,1017.5,0.08164965809279116,0.09999999999990905,224.29999999999998,0.08164965809277956,0.10000000000002274,10.0,0.0,0.0,98.0,0.0,0.0,35.415277777777774,0.0028350575726679714,0.003472222222228538,19.666666666666668,0.4714045207910317,0.5,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.8993255446193151,0.047093510797616624,0.04995021125231491,0.4196063483675068,0.11369379246736991,0.12059047744873991,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
34,38,1.294,9,84,2,2018-12-19 21:00:00,2018-12-19 21:00:00,35.458333333333336,21,2,12,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,True,4,0.0,38.75,0.82915619758885,1.25,76.0,1.8708286933869707,2.0,0.9,0.0,0.0,68.25,24.138920854089562,28.25,17.0,0.0,0.0,95.75,3.491060010942235,5.25,0.45,0.11180339887498947,0.15000000000000002,1017.525,0.04330127018923178,0.024999999999977263,227.375,0.21650635094610637,0.22499999999999432,10.0,0.0,0.0,99.0,0.0,0.0,35.45659722222222,0.0025278159337775294,0.0027777777777799884,20.5,0.5,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.7865660924854931,0.07945931129894546,0.1589186225978909,0.6035533905932737,0.10355339059327362,0.20710678118654724,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
22,27,0.961,8,79,3,2018-12-19 22:00:00,2018-12-19 22:00:00,35.5,22,2,12,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,True,6,0.0,37.166666666666664,2.4094720491334933,3.0,72.33333333333333,4.818944098266987,6.0,0.7999999999999999,1.1102230246251565e-16,0.0,69.5,11.354147553500733,12.5,16.333333333333332,0.4714045207910317,0.75,90.83333333333333,3.1841621957571333,5.75,0.3,0.15275252316519466,0.25,1017.3666666666667,0.04714045207911389,0.07500000000004547,230.5,0.2516611478423629,0.375,10.0,0.0,0.0,99.0,0.0,0.0,35.49861111111111,0.002471545891673552,0.0038194444444457076,21.5,0.5,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.6035533905932741,0.10355339059327363,0.20710678118654724,0.7865660924854928,0.07945931129894551,0.15891862259789102,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
14,15,0.799,7,62,8,2018-12-19 23:00:00,2018-12-19 23:00:00,35.541666666666664,23,2,12,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,True,4,0.0,33.0,2.9154759474226504,3.5,63.5,7.92148975887743,12.5,0.7,0.0,0.0,77.5,12.816005617976296,23.0,15.25,0.4330127018922193,0.25,89.0,3.3166247903554,5.0,0.32499999999999996,0.082915619758885,0.125,1017.175,0.082915619758861,0.125,233.32500000000002,0.04330127018921947,0.025000000000005684,10.0,0.0,0.0,99.0,0.0,0.0,35.53958333333333,0.00273403051181093,0.0038194444444457076,22.5,0.5,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.37940952255126104,0.12059047744873944,0.24118095489747887,0.9159756150367533,0.04995021125231486,0.09990042250462972,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
17,12,0.916,7,61,3,2018-12-20 00:00:00,2018-12-20 00:00:00,35.583333333333336,0,3,12,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,True,2,0.0,35.0,2.0,2.0,69.5,1.5,1.5,0.8,0.0,0.0,51.0,4.0,4.0,16.0,1.0,1.0,85.0,2.0,2.0,0.15000000000000002,0.05,0.05000000000000002,1017.4,0.10000000000002274,0.10000000000013642,237.7,0.20000000000000284,0.20000000000001705,10.0,0.0,0.0,99.0,0.0,0.0,35.583333333333336,0.0013888888888899942,0.0013888888888828888,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
14,14,0.943,7,62,2,2018-12-20 01:00:00,2018-12-20 01:00:00,35.625,1,3,12,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,True,4,0.0,37.75,0.82915619758885,1.25,74.25,2.0463381929681126,2.75,0.7250000000000001,0.043301270189221974,0.025000000000000022,50.25,10.328964130056798,14.25,15.5,0.5,1.0,88.75,0.82915619758885,1.25,0.30000000000000004,0.07071067811865477,0.04999999999999999,1017.05,0.05000000000001137,0.10000000000002274,240.5,0.15811388300840998,0.25,10.0,0.0,0.0,100.0,0.0,0.0,35.62447916666667,0.0021049228564193286,0.002951388888888573,0.75,0.4330127018922193,0.25,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.19411428382689055,0.1120719340210067,0.06470476127563018,0.9744443697168012,0.01475455002331536,0.00851854342773295,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
22,19,0.882,8,71,2,2018-12-20 02:00:00,2018-12-20 02:00:00,35.666666666666664,2,3,12,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,5,0.0,39.4,1.624807680927192,3.0,78.8,3.1874754901018454,4.0,0.74,0.048989794855663606,0.10000000000000009,62.6,14.008568806269967,27.0,16.4,0.4898979485566356,1.0,87.6,2.416609194718914,3.0,0.32,0.07483314773547883,0.10000000000000003,1017.24,0.048989794855619,0.09999999999990905,243.14000000000001,0.1496662954709613,0.20000000000001705,9.0,0.0,0.0,100.0,0.0,0.0,35.66569444444444,0.002178387102967233,0.0027777777777799884,1.6,0.4898979485566356,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.4035276180410083,0.11815405503520551,0.2411809548974792,0.9059855727862904,0.048941012044959195,0.0999004225046296,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
21,16,0.816,7,72,3,2018-12-20 03:00:00,2018-12-20 03:00:00,35.708333333333336,3,3,12,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,True,5,0.0,38.4,0.7999999999999999,0.0,76.6,1.2,2.0,0.7200000000000001,0.040000000000000036,0.0,75.8,21.254646550813305,38.0,16.4,0.4898979485566356,1.0,87.8,2.4,4.0,0.14,0.048989794855663564,0.1,1016.8799999999999,0.0400000000000091,0.0,244.42,0.11661903789689937,0.19999999999998863,9.0,0.0,0.0,100.0,0.0,0.0,35.70597222222223,0.002348824239623573,0.0034722222222214327,2.4,0.4898979485566356,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.5828427124746189,0.1014611872354577,0.20710678118654763,0.8024579547452821,0.07785390719815306,0.15891862259789113,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
18,16,0.59,6,62,10,2018-12-20 04:00:00,2018-12-20 04:00:00,35.75,4,3,12,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,True,5,0.0,37.6,1.0198039027185568,1.0,74.4,1.7435595774162693,0.0,0.6799999999999999,0.039999999999999994,0.0,76.2,23.12920232087566,21.0,15.0,0.0,0.0,93.2,1.16619037896906,1.0,0.32000000000000006,0.256124969497314,0.19999999999999998,1016.86,0.13564659966248258,0.2999999999999545,244.8,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,35.74847222222222,0.002685983278584951,0.004861111111111427,3.6,0.4898979485566356,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.8024579547452821,0.07785390719815301,0.15891862259789102,0.582842712474619,0.10146118723545762,0.20710678118654746,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
17,18,0.567,6,40,24,2018-12-20 05:00:00,2018-12-20 05:00:00,35.791666666666664,5,3,12,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,True,4,0.0,41.0,1.8708286933869707,2.0,82.75,2.947456530637899,4.75,0.7,0.0,0.0,86.75,3.491060010942235,5.25,14.75,0.4330127018922193,0.25,83.25,1.7853571071357126,3.25,0.175,0.04330127018922193,0.024999999999999994,1016.675,0.10897247358850902,0.07499999999993179,244.8,0.0,0.0,9.75,0.4330127018922193,0.25,100.0,0.0,0.0,35.78958333333333,0.00273403051181093,0.0038194444444457076,4.5,0.5,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9159756150367534,0.04995021125231486,0.09990042250462972,0.3794095225512604,0.12059047744873969,0.24118095489747937,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
18,13,0.63,6,43,19,2018-12-20 06:00:00,2018-12-20 06:00:00,35.833333333333336,6,3,12,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,True,4,0.0,42.0,1.4142135623730951,1.0,85.75,4.602988159880492,6.75,0.6749999999999999,0.043301270189221926,0.025000000000000022,70.0,0.7071067811865476,0.5,14.5,0.5,1.0,83.0,1.4142135623730951,1.0,0.3,0.0,0.0,1017.1500000000001,0.05000000000001137,0.10000000000002274,244.8,0.0,0.0,10.0,0.0,0.0,100.0,0.0,0.0,35.83159722222222,0.0025278159337775294,0.0027777777777799884,5.5,0.5,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9829629131445341,0.017037086855465844,0.03407417371093169,0.12940952255126043,0.12940952255126034,0.2588190451025207,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
26,22,0.946,8,69,2,2018-12-20 07:00:00,2018-12-20 07:00:00,35.875,7,3,12,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,True,4,0.0,44.0,1.224744871391589,1.5,91.0,3.5355339059327378,3.0,0.7,0.0,0.0,74.75,18.239723133863627,29.25,15.75,0.4330127018922193,0.25,88.25,2.165063509461097,2.25,0.22499999999999998,0.08291561975888499,0.12499999999999997,1017.725,0.12990381056764064,0.22499999999990905,244.8,0.0,0.0,10.0,0.0,0.0,100.0,0.0,0.0,35.873263888888886,0.0025278159337775294,0.0027777777777799884,6.5,0.5,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9829629131445341,0.017037086855465844,0.03407417371093169,-0.1294095225512603,0.12940952255126034,0.2588190451025207,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
16,24,0.731,7,67,14,2018-12-20 08:00:00,2018-12-20 08:00:00,35.916666666666664,8,3,12,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,True,4,0.0,47.0,1.5811388300841898,2.5,99.0,4.301162633521313,6.5,0.7749999999999999,0.043301270189221974,0.025000000000000022,55.75,22.675702855699974,40.75,16.75,0.4330127018922193,0.25,93.25,2.165063509461097,2.25,0.3,0.1224744871391589,0.14999999999999997,1018.1500000000001,0.08660254037846356,0.049999999999954525,244.8,0.0,0.0,10.0,0.0,0.0,100.0,0.0,0.0,35.91493055555556,0.0025278159337794814,0.002777777777772883,7.5,0.5,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.9159756150367535,0.0499502112523148,0.0999004225046296,-0.3794095225512602,0.12059047744873957,0.24118095489747915,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
13,20,0.722,7,69,23,2018-12-20 09:00:00,2018-12-20 09:00:00,35.958333333333336,9,3,12,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,True,4,0.0,38.75,0.82915619758885,1.25,75.0,0.7071067811865476,0.5,0.7,0.0,0.0,95.25,2.277608394786075,4.25,14.75,0.4330127018922193,0.25,93.5,1.118033988749895,1.5,0.5499999999999999,0.15,0.09999999999999998,1018.7250000000001,0.04330127018918255,0.024999999999977263,244.8,0.0,0.0,10.0,0.0,0.0,97.25,0.82915619758885,1.25,35.956250000000004,0.002734030511809576,0.0038194444444457076,8.5,0.5,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.7865660924854931,0.07945931129894557,0.15891862259789113,-0.6035533905932736,0.10355339059327384,0.20710678118654768,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
18,24,0.781,7,70,10,2018-12-20 10:00:00,2018-12-20 10:00:00,36.0,10,3,12,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,2,0.0,40.0,0.0,0.0,85.5,2.5,2.5,0.7,0.0,0.0,73.0,18.0,18.0,15.5,0.5,0.5,97.5,0.5,0.5,0.7,0.2,0.20000000000000007,1018.75,0.049999999999954525,0.049999999999954525,244.8,0.0,0.0,11.0,0.0,0.0,93.0,0.0,0.0,36.00034722222222,0.0017361111111107164,0.0017361111111071637,10.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.0,0.0,-0.8660254037844387,0.0,0.0,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
24,31,0.669,7,59,27,2018-12-20 11:00:00,2018-12-20 11:00:00,36.041666666666664,11,3,12,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,True,4,0.0,43.25,1.7853571071357126,3.25,89.5,4.387482193696061,6.5,0.7,0.0,0.0,72.0,21.482551058940835,26.5,16.0,0.7071067811865476,0.5,95.75,2.165063509461097,2.25,0.8,0.25495097567963926,0.25,1018.825,0.04330127018923178,0.024999999999977263,244.8,0.0,0.0,11.0,0.0,0.0,90.75,0.4330127018922193,0.25,36.03975694444444,0.001987069989976973,0.0019097222222157484,10.5,0.5,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.3794095225512605,0.12059047744873946,0.24118095489747893,-0.9159756150367534,0.04995021125231475,0.0999004225046295,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
18,25,0.607,7,46,38,2018-12-20 12:00:00,2018-12-20 12:00:00,36.083333333333336,12,3,12,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,True,5,0.0,42.0,0.8944271909999159,2.0,86.2,3.1874754901018454,3.0,0.7,0.0,0.0,83.4,1.019803902718557,1.0,15.0,0.0,0.0,98.0,1.6733200530681511,1.0,0.74,0.12000000000000002,0.20000000000000007,1018.0799999999999,0.0400000000000091,0.0,244.8,0.0,0.0,12.0,0.0,0.0,87.0,0.6324555320336759,0.0,36.08166666666666,0.0018425693279743318,0.0013888888888899942,11.6,0.48989794855663565,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.10352761804100848,0.12679491924311234,0.2588190451025209,-0.9863703305156273,0.01669286779974793,0.0340741737109318,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
26,38,0.573,7,40,46,2018-12-20 13:00:00,2018-12-20 13:00:00,36.125,13,3,12,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,True,2,0.0,39.5,0.5,0.5,83.0,2.0,2.0,0.6,0.0,0.0,64.5,1.5,1.5,15.0,0.0,0.0,88.5,4.5,4.5,1.0,0.19999999999999996,0.20000000000000007,1017.45,0.1500000000000341,0.14999999999997726,244.8,0.0,0.0,12.0,0.0,0.0,83.5,0.5,0.5,36.125,0.0013888888888899942,0.0013888888888970996,13.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.2588190451025208,0.0,0.0,-0.9659258262890683,0.0,0.0,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
28,70,0.686,7,46,39,2018-12-20 14:00:00,2018-12-20 14:00:00,36.166666666666664,14,3,12,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,True,5,0.0,45.4,1.019803902718557,1.0,94.6,2.9393876913398134,6.0,0.7,0.0,0.0,65.6,2.1540659228538015,3.0,15.2,0.4,0.0,83.0,14.324803663575986,28.0,0.9400000000000001,0.39293765408777,0.20000000000000007,1017.0400000000002,0.0800000000000182,0.10000000000002274,244.8,0.0,0.0,13.0,0.0,0.0,78.8,0.4,0.0,36.165277777777774,0.0015835769793043724,0.002777777777772883,13.6,0.48989794855663565,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.4035276180410081,0.11815405503520539,0.24118095489747893,-0.9059855727862907,0.04894101204495914,0.0999004225046295,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
36,100,0.712,8,52,37,2018-12-20 15:00:00,2018-12-20 15:00:00,36.208333333333336,15,3,12,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,True,4,0.0,49.0,1.7320508075688772,1.0,101.75,3.2691742076555053,2.25,0.7250000000000001,0.043301270189221974,0.025000000000000022,90.25,4.815340071064556,3.75,15.0,0.0,0.0,98.0,0.7071067811865476,0.5,0.5249999999999999,0.10897247358851682,0.07500000000000007,1016.7749999999999,0.08291561975885244,0.12499999999988631,244.8,0.0,0.0,12.5,0.5,1.0,80.5,0.5,1.0,36.20729166666667,0.0015911721163030515,0.0020833333333314386,14.75,0.4330127018922193,0.25,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.6553300858899103,0.08967986690178754,0.051776695296636865,-0.7468364368360206,0.06881378215210264,0.03972965564947273,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
32,62,0.846,8,65,24,2018-12-20 16:00:00,2018-12-20 16:00:00,36.25,16,3,12,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,True,4,60.0,46.0,1.224744871391589,1.5,95.5,2.692582403567252,2.5,0.7,0.0,0.0,80.75,5.7608593109014565,8.25,15.25,0.4330127018922193,0.25,100.5,2.598076211353316,4.5,0.55,0.16583123951776998,0.25,1017.25,0.049999999999954525,0.09999999999990905,244.8,0.0,0.0,13.0,0.0,0.0,74.5,0.5,1.0,36.24791666666667,0.0017704928866655702,0.0031250000000042633,15.5,0.5,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.7865660924854928,0.07945931129894568,0.15891862259789136,-0.6035533905932742,0.10355339059327373,0.20710678118654746,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
41,76,1.061,8,75,8,2018-12-20 17:00:00,2018-12-20 17:00:00,36.291666666666664,17,3,12,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,True,3,120.0,59.333333333333336,0.9428090415820634,1.0,114.33333333333333,0.9428090415820634,1.0,0.6999999999999998,1.1102230246251565e-16,0.0,79.0,25.508168626278653,28.0,16.0,0.0,0.0,94.66666666666667,1.699673171197595,2.0,0.4000000000000001,0.1632993161855452,0.19999999999999996,1017.2666666666668,0.0471404520790603,0.049999999999954525,244.80000000000004,2.842170943040401e-14,0.0,11.0,0.0,0.0,84.0,0.0,0.0,36.290740740740745,0.0018226870078739534,0.0020833333333314386,16.666666666666668,0.4714045207910317,0.5,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.9326256854541918,0.047093510797616624,0.04995021125231491,-0.3392126967350139,0.11369379246736991,0.12059047744873991,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
43,77,1.37,9,78,3,2018-12-20 18:00:00,2018-12-20 18:00:00,36.333333333333336,18,3,12,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,True,4,60.0,80.5,0.5,1.0,149.75,7.660776723022281,5.25,0.8,0.0,0.0,68.25,17.83781096435322,13.75,16.5,0.5,1.0,96.5,2.0615528128088303,2.0,0.25,0.11180339887498948,0.15,1017.875,0.08291561975890385,0.125,244.8,0.0,0.0,11.0,0.0,0.0,87.75,0.4330127018922193,0.25,36.33246527777778,0.00158167249637804,0.001562499999998579,17.75,0.4330127018922193,0.25,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.991481456572267,0.014754550023315358,0.00851854342773295,-0.06470476127563028,0.11207193402100656,0.06470476127563012,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
67,89,1.686,9,82,2,2018-12-20 19:00:00,2018-12-20 19:00:00,36.375,19,3,12,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,True,4,0.0,88.75,1.920286436967152,2.75,161.25,7.693341276714559,4.75,0.8250000000000001,0.043301270189221926,0.025000000000000022,78.25,11.861176164276458,14.25,17.25,0.4330127018922193,0.25,95.0,4.06201920231798,7.5,0.22499999999999998,0.08291561975888499,0.12499999999999997,1018.3249999999999,0.082915619758861,0.125,244.8,0.0,0.0,11.0,0.0,0.0,87.75,0.82915619758885,1.25,36.37447916666667,0.0017958472973592732,0.0022569444444471287,18.75,0.4330127018922193,0.25,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.9744443697168013,0.014754550023315311,0.008518543427732839,0.19411428382689017,0.11207193402100658,0.06470476127563013,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
65,85,1.958,10,78,2,2018-12-20 20:00:00,2018-12-20 20:00:00,36.416666666666664,20,3,12,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,True,5,0.0,106.8,2.9257477676655586,1.0,199.0,9.186947262284681,4.0,0.9,0.0,0.0,66.6,17.692936443677176,23.0,17.4,0.4898979485566356,1.0,85.6,2.0591260281974,4.0,0.24,0.10198039027185571,0.09999999999999998,1018.7,0.0,0.0,244.8,0.0,0.0,9.0,0.0,0.0,96.6,0.4898979485566356,1.0,36.41486111111111,0.002087957830330476,0.0034722222222214327,19.6,0.4898979485566356,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.9059855727862904,0.048941012044959306,0.09990042250462983,0.4035276180410081,0.1181540550352058,0.24118095489747982,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
62,98,1.746,11,79,2,2018-12-20 21:00:00,2018-12-20 21:00:00,36.458333333333336,21,3,12,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,True,4,60.0,103.25,3.112474899497183,2.75,193.0,6.48074069840786,6.0,0.95,0.04999999999999999,0.09999999999999998,67.25,29.57511622969553,54.75,19.25,0.4330127018922193,0.25,83.0,2.449489742783178,3.0,0.22500000000000003,0.1299038105676658,0.225,1018.75,0.049999999999954525,0.09999999999990905,244.8,0.0,0.0,9.0,0.0,0.0,99.0,0.0,0.0,36.457638888888894,0.0017704928866641768,0.001736111111114269,20.75,0.4330127018922193,0.25,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.7468364368360205,0.06881378215210264,0.03972965564947273,0.6553300858899106,0.08967986690178749,0.051776695296636865,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
64,93,1.466,10,74,2,2018-12-20 22:00:00,2018-12-20 22:00:00,36.5,22,3,12,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,True,4,0.0,97.5,2.598076211353316,1.5,179.25,4.322904116447646,4.25,0.8,0.0,0.0,57.0,13.171939872319491,24.5,18.0,0.0,0.0,86.5,2.598076211353316,4.5,0.4,0.1224744871391589,0.14999999999999997,1018.7249999999999,0.04330127018918255,0.024999999999977263,244.8,0.0,0.0,9.0,0.0,0.0,96.0,0.0,0.0,36.499652777777776,0.0022233070268859556,0.0034722222222214327,21.75,0.4330127018922193,0.25,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.5517766952966372,0.08967986690178749,0.051776695296636754,0.8262957481349656,0.0688137821521027,0.03972965564947273,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
69,86,1.449,9,70,3,2018-12-20 23:00:00,2018-12-20 23:00:00,36.541666666666664,23,3,12,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,True,1,0.0,98.0,0.0,0.0,188.0,0.0,0.0,0.8,0.0,0.0,80.0,0.0,0.0,18.0,0.0,0.0,80.0,0.0,0.0,0.3,0.0,0.0,1018.8,0.0,0.0,244.8,0.0,0.0,8.0,0.0,0.0,97.0,0.0,0.0,36.540277777777774,0.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.25881904510252157,0.0,0.0,0.9659258262890681,0.0,0.0,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
64,89,1.376,9,63,2,2018-12-21 00:00:00,2018-12-21 00:00:00,36.583333333333336,0,4,12,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,True,2,0.0,100.5,0.5,0.5,193.5,6.5,6.5,0.8,0.0,0.0,91.5,2.5,2.5,18.5,0.5,0.5,78.5,1.5,1.5,0.25,0.04999999999999999,0.05000000000000002,1018.55,0.05000000000001137,0.05000000000006821,244.8,0.0,0.0,8.0,0.0,0.0,99.0,0.0,0.0,36.583333333333336,0.0013888888888899942,0.0013888888888828888,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5000000000000004,0.0,0.0,0.8660254037844384,0.0,0.0
